,station_name,poi_name,latitude,longitude,address,distance_m,category
1634,Amtrak 30th Street Station,Beck's Cajun Cafe,39.95544178975986,-75.18215844362064,"2955 Market St, Philadelphia, PA 19104",121,Cajun and Creole Restaurant
1635,Amtrak 30th Street Station,Taco Bell,39.955681,-75.181949,"2951 Market St, Philadelphia, PA 19104",152,Fast Food Restaurant
1640,Broad & Ritner,Scannicchio's,39.919354267886376,-75.17087317296719,"2500 S Broad St, Philadelphia, PA 19145",170,Italian Restaurant
1641,Broad & Ritner,L'Angolo Ristorante,39.91956206367489,-75.17136297948085,"1415 W Porter St, Philadelphia, PA 19145",166,Italian Restaurant
1642,Broad & Ritner,Starbucks,39.92252073,-75.16985776,"2201-2219 S Broad St (at Jackson St), Philadelphia, PA 19148",192,Coffee Shop
1644,Broad & Ritner,D'jakarta Cafe,39.92089747932695,-75.17351075725236,"1540 W Ritner St (16th st & Ritner st), Philadelphia, PA 19145",271,Indonesian Restaurant
1645,Broad & Ritner,Caffe Chicco,39.91873892774997,-75.17122391682463,"2532 S Broad St (between Porter & Shunk Streets), Philadelphia, PA 19145",244,Café
1646,Broad & Ritner,SouthHouse,39.91803133431034,-75.1687293334536,"2535 S 13th St (Shunk), Philadelphia, PA 19148",339,Bar
1648,Broad & Ritner,Johnny Chang's,39.91800539292307,-75.1708331907566,"2601 S Broad St (at W Shunk St), Philadelphia, PA 19148",316,Sushi Restaurant
1653,Broad & Chestnut,La Colombe Coffee Roasters,39.951659480836746,-75.16523808706552,"1414 S Penn Sq (at S 15th St), Philadelphia, PA 19102",107,Coffee Shop
1658,Broad & Chestnut,Time,39.94993822300982,-75.1625878724553,"1315 Sansom St (at 13th St), Philadelphia, PA 19107",189,Whisky Bar
1659,Broad & Chestnut,Oyster House,39.950288,-75.166666,"1516 Sansom St (btw 15th St & 16th St), Philadelphia, PA 19102",208,Seafood Restaurant
1660,6th & Brown,Pura Vida,39.9636270884807,-75.1476483742907,"527 Fairmount Ave, Philadelphia, PA 19123",51,Latin American Restaurant
1662,6th & Brown,Cafe La Maude,39.96421025040534,-75.14441952790673,"816 N 4th St (at Reno St), Philadelphia, PA 19123",278,Café
1672,53rd & Baltimore,Booker's Restaurant & Bar,39.947997946731576,-75.22430911859367,"5021 Baltimore Ave (51st St.), Philadelphia, PA 19143",441,Southern Food Restaurant
1678,53rd & Baltimore,Satellite Cafe,39.94783793467308,-75.22271117503848,"701 S 50th St (49th Street), Philadelphia, PA 19143",575,Café
1684,56th & Chestnut,Wendy's,39.96072451003063,-75.23412801464679,"5601 Chestnut St, Philadelphia, PA 19139",133,Fast Food Restaurant
1686,56th & Chestnut,Hyons 56th & Spruce St,39.95570992194799,-75.23380015912399,"Philadelphia, PA 19139",433,Seafood Restaurant
1688,56th & Chestnut,Brown Sugar Bakery & Cafe,39.956472693718695,-75.22550884791522,"219 S 52nd St (at Chancellor St.), Philadelphia, PA 19139",767,Caribbean Restaurant
1689,56th & Chestnut,Top Taste,39.96118545959108,-75.22486763865805,"40 N 52nd St, Philadelphia, PA 19139",759,Caribbean Restaurant
1693,Broad & Snyder,Pho Cyclo Cafe,39.923802966737696,-75.17017298998394,"2124 S Broad St, Philadelphia, PA 19145",54,Vietnamese Restaurant
1694,Broad & Snyder,Café y Chocolate,39.924628,-75.17226,"1532 Snyder Ave, Philadelphia, PA 19145",238,Mexican Restaurant
1695,Broad & Snyder,Starbucks,39.92252073,-75.16985776,"2201-2219 S Broad St (at Jackson St), Philadelphia, PA 19148",165,Coffee Shop
1696,Broad & Snyder,Hibachi 2 Go,39.924332970375225,-75.17029286697561,"1414 Snyder Ave (at S Broad St), Philadelphia, PA 19145",70,Sushi Restaurant
1697,Broad & Snyder,Le Virtù,39.926044241224766,-75.16788506398544,"1927 E Passyunk Ave, Philadelphia, PA 19148",269,Italian Restaurant
1698,Broad & Snyder,Ristorante Pesto,39.92633847119804,-75.16918073650385,"1915 S Broad St (btwn McKean St & Mifflin St), Philadelphia, PA 19148",262,Italian Restaurant
1701,6th & Master,Taco Riendo,39.971460413774864,-75.14467287666268,"1301 N 5th St (at Thompson St.), Philadelphia, PA 19122",227,Taco Restaurant
1702,6th & Master,Helm,39.971552051326896,-75.14453863761928,"1303 N 5th St (at W Thompson St), Philadelphia, PA 19122",225,New American Restaurant
1704,6th & Master,Reanimator Coffee,39.97244167095113,-75.14115157563333,"310 W Master St (at Germantown Ave), Philadelphia, PA 19122",430,Café
1706,6th & Master,Tiffin,39.970424014721544,-75.14873063681557,"710 W Girard Ave (Btwn N 7th & N Marshall St), Philadelphia, PA 19123",378,Indian Restaurant
1708,6th & Master,Reggae Reggae Vibes,39.97054979007049,-75.14559342821238,"517 W Girard Ave, Philadelphia, PA 19123",295,Caribbean Restaurant
1710,Allegheny & Richmond,Donna's Bar,39.9833531974155,-75.1020458930405,"2732 E Allegheny Ave, Philadelphia, PA 19134",89,Bar
1714,Allegheny & Richmond,The Last Shot,39.983582594528066,-75.10162999030939,"Allegheny (Salmon), Philadelphia, PA ¤19134",86,Bar
1717,Allegheny & Richmond,Mom Mom’s,39.982202,-75.103106,"3124 Richmond St (E Clementine), Philadelphia, PA 19134",177,Polish Restaurant
1723,"4th & Walnut, NPS",Zahav,39.946336958922934,-75.14506448469714,"237 Saint James Pl (at Dock St), Philadelphia, PA 19106",342,Israeli Restaurant
1724,"4th & Walnut, NPS",Talula's Garden,39.94714094280398,-75.15347877070249,"210 W Washington Sq (btwn Walnut St & Locust St), Philadelphia, PA 19106",394,New American Restaurant
1728,"4th & Walnut, NPS",Spasso Italian Grill,39.94870039431784,-75.14251769263223,"34 S Front St (at Chestnut St), Philadelphia, PA 19106",560,Italian Restaurant
1729,"4th & Walnut, NPS",Bodhi Coffee,39.94285617341323,-75.14545797458909,"410 S 2nd St (Pine St), Philadelphia, PA 19147",577,Café
1730,"Welcome Park, NPS",The Olde Bar,39.946785,-75.14383,"125 Walnut St (at 2nd St), Philadelphia, PA 19106",62,Cocktail Bar
1732,"Welcome Park, NPS",Positano Coast by Aldo Lamberti,39.946803446288506,-75.14494694530335,"212 Walnut St Fl 2 (2nd St), Philadelphia, PA 19106",97,Italian Restaurant
1733,"Welcome Park, NPS",Glory Beer Bar & Kitchen,39.94821853469077,-75.1435843403267,"126 Chestnut St, Philadelphia, PA 19106",105,Beer Bar
1734,"Welcome Park, NPS",Zahav,39.946336958922934,-75.14506448469714,"237 Saint James Pl (at Dock St), Philadelphia, PA 19106",141,Israeli Restaurant
1736,"Welcome Park, NPS",Han Dynasty,39.94845633567079,-75.14381888707953,"123 Chestnut St, Philadelphia, PA 19106",126,Chinese Restaurant
1737,"Welcome Park, NPS",European Republic,39.94848100323117,-75.14471550531007,"213 Chestnut St, Philadelphia, PA 19106",140,Modern European Restaurant
1739,"Welcome Park, NPS",Royal Boucherie,39.94867826918429,-75.14408512484212,"52 S 2nd St, Philadelphia, PA 19106",149,French Restaurant
1741,11th & Reed,Triangle Tavern,39.93220277721176,-75.16108015655877,"1338 S 10th St, Philadelphia, PA 19147",159,Bar
1742,11th & Reed,The Tasty,39.93232243330674,-75.1639701207112,"1401 S 12th St, Philadelphia, PA 19147",156,Vegan and Vegetarian Restaurant
1745,11th & Reed,Tiffin Bistro,39.93473682339674,-75.16231901107831,"1100 Federal St, Philadelphia, PA 19147",176,Indian Restaurant
1753,Girard & Hutchinson,Tiffin,39.970424014721544,-75.14873063681557,"710 W Girard Ave (Btwn N 7th & N Marshall St), Philadelphia, PA 19123",255,Indian Restaurant
1761,34th & Chestnut,White Dog Cafe University City,39.95354810000001,-75.1929486,"3420 Sansom St, Philadelphia, PA 19104",125,American Restaurant
1762,34th & Chestnut,Avril 50,39.95353787445384,-75.1925463825956,"3406 Sansom St (at 34th St), Philadelphia, PA 19104",107,Coffee Shop
1763,34th & Chestnut,New Deck Tavern,39.9535171,-75.1926123,"3408 Sansom St (btwn 34th & 36th St), Philadelphia, PA 19104",112,Restaurant
1764,34th & Chestnut,Goldie,39.95295591874744,-75.1926238698495,"3401 Walnut St, Philadelphia, PA 19104",170,Falafel Restaurant
1769,34th & Chestnut,DK Sushi,39.9529913,-75.1922872,"3401 Walnut St, Philadelphia, PA 19104",159,Sushi Restaurant
1773,Barnes Foundation,Buena Onda,39.96079412914127,-75.17086170326931,"1901 Callowhill St (at 20th St), Philadelphia, PA 19130",125,Mexican Restaurant
1774,Barnes Foundation,Gyu-Kaku Japanese BBQ,39.96072762984046,-75.17020957431274,"1901 Callowhill St, Philadelphia, PA 19130",168,Japanese Restaurant
1775,Barnes Foundation,Starbucks,39.96090380255267,-75.17157823062112,"1937 Callowhill St (at N 20th St), Philadelphia, PA 19130",99,Coffee Shop
1776,Barnes Foundation,Garden Restaurant at The Barnes Foundation,39.960654,-75.172539,"2025 Benjamin Franklin Pkwy, Philadelphia, PA 19130",81,Restaurant
1780,Crescent Park,Bar Amis,39.89662491763111,-75.17551254494923,"4503 S Broad St, Philadelphia, PA 19112",48,Italian Restaurant
1788,Crescent Park,The Bistro,39.895431,-75.171926,"1001 Intrepid Ave (League Island Blvd), Philadelphia, PA 19112",290,Coffee Shop
1799,2nd & Norris,Buzz Cafe,39.977471074816684,-75.13501932584151,"1800 N Howard St, Philadelphia, PA 19122",435,Café
1800,Broad & Oxford,Honeygrow,39.97742972464794,-75.15751755550048,"1601 N Broad St (Cecil B Moore Ave), Philadelphia, PA 19122",97,Salad Restaurant
1801,Broad & Oxford,Tropical Smoothie Cafe,39.977931062914465,-75.15840999874148,"1600 N Broad St, Philadelphia, PA 19121",139,Juice Bar
1803,Broad & Oxford,Pita Chip,39.9780377862915,-75.1584168065293,"1600 N Broad St Ste 7, Philadelphia, PA 19121",151,Mediterranean Restaurant
1812,23rd & Chestnut,Erawan Thai Cuisine,39.95175967423992,-75.17835023927651,"123 S 23rd St (btw Sansom & Walnut), Philadelphia, PA 19103",113,Thai Restaurant
1813,23rd & Chestnut,Rosy's Taco Bar,39.95110946130918,-75.17851029130975,"2220 Walnut St, Philadelphia, PA 19103",186,Taco Restaurant
1817,23rd & Chestnut,Vic Sushi Bar,39.95147676145491,-75.17494806114004,"2035 Sansom St, Philadelphia, PA 19103",277,Sushi Restaurant
1819,23rd & Chestnut,JJ Thai Cuisine,39.95207282040172,-75.17473535565695,"2028 Chestnut St, Philadelphia, PA 19103",269,Thai Restaurant
1820,Water & Mifflin,Starbucks,39.923910258106794,-75.14591009783089,"1 Mifflin St, Philadelphia, PA 19148",96,Coffee Shop
1832,6th & Chestnut,Talula's Garden,39.94714094280398,-75.15347877070249,"210 W Washington Sq (btwn Walnut St & Locust St), Philadelphia, PA 19106",284,New American Restaurant
1836,6th & Chestnut,Sweetgreen,39.94832076167723,-75.15701806486913,"924 Walnut St (at 10th St), Philadelphia, PA 19107",518,Salad Restaurant
1838,6th & Chestnut,Zahav,39.946336958922934,-75.14506448469714,"237 Saint James Pl (at Dock St), Philadelphia, PA 19106",574,Israeli Restaurant
1841,13th & Montgomery,Chick-fil-A,39.97920011096698,-75.15499234199524,"1755 N 13th St, Philadelphia, PA 19122",96,Fast Food Restaurant
1844,13th & Montgomery,Saladworks,39.9794272,-75.1550024,"1755 N 13th St, Philadelphia, PA 19122",71,Salad Restaurant
1846,13th & Montgomery,Chipotle Mexican Grill,39.97941177238066,-75.15316936775942,"1100 W Montgomery Ave (at N 11th St), Philadelphia, PA 19122",188,Mexican Restaurant
1848,13th & Montgomery,Saxby’s Coffee at Alter Hall,39.98012924194336,-75.15599822998047,"1801 Liacouras Walk, Philadelphia, PA 19122",66,Coffee Shop
1849,13th & Montgomery,Jazzman's Cafe,39.98037,-75.15607,"1810 N 13th St (at Alter Hall), Philadelphia, PA 19122",80,Café
1851,8th & Brown,Pura Vida,39.9636270884807,-75.1476483742907,"527 Fairmount Ave, Philadelphia, PA 19123",413,Latin American Restaurant
1853,8th & Brown,Tiffin,39.970424014721544,-75.14873063681557,"710 W Girard Ave (Btwn N 7th & N Marshall St), Philadelphia, PA 19123",492,Indian Restaurant
1856,8th & Brown,Cafe La Maude,39.96421025040534,-75.14441952790673,"816 N 4th St (at Reno St), Philadelphia, PA 19123",606,Café
1870,32nd & Allegheny,32nd Street Pub,40.00507847042185,-75.18192514790286,"3200 W Allegheny Ave, Philadelphia, PA 19132",53,Bar
1874,32nd & Allegheny,The Piccadilly,40.00462269713497,-75.17840887867807,"Philadelphia, PA 19131",270,Bar
1881,21st & Washington,Los Camaradas,39.94081601901921,-75.17973144125848,"918 S 22nd St (at Carpenter St), Philadelphia, PA 19146",232,Mexican Restaurant
1883,21st & Washington,OCF Coffee House 2,39.93744816669761,-75.17689290886075,"2001 Federal St, Philadelphia, PA 19146",212,Coffee Shop
1884,21st & Washington,The Sidecar Bar & Grille,39.94172583254961,-75.17939674133275,"2201 Christian St (at 22nd St), Philadelphia, PA 19146",312,Bar
1886,21st & Washington,Ultimo Coffee,39.94252536801373,-75.17905780552434,"2149 Catharine St (22nd St), Philadelphia, PA 19146",391,Coffee Shop
1887,21st & Washington,Madira Bar and Grill,39.935919042089644,-75.17915905287052,"1252 S 21st St, Philadelphia, PA 19146",357,Indian Restaurant
1891,22nd & Cecil B. Moore,Bella's Breakfast & Lunch,39.97960652484411,-75.1707361085872,"2159 Ridge St., Philadelphia, PA 19121",49,Southern Food Restaurant
1898,22nd & Cecil B. Moore,Mom's Kitchen Table,39.98112646945824,-75.17298482367211,"2319 Ridge Ave, Philadelphia, PA 19121",216,Restaurant
1902,4th & Oregon,Pho Ha Saigon,39.91324294009004,-75.1538087121806,"575 Adams Ave Ste 1, Philadelphia, PA 19120",264,Vietnamese Restaurant
1914,36th & Filbert,Savas Brick Oven Pizza,39.95816477449976,-75.19285437290878,"3505 Lancaster Ave, Philadelphia, PA 19104",139,Bar
1919,36th & Filbert,Han Dynasty University City,39.95658634457237,-75.19707468846718,"3711 Market St, Philadelphia, PA 19104",280,Szechuan Restaurant
1920,"Girard Station, MFL",Sancho Pistola's,39.968855,-75.135199,"19 W Girard Ave (at Leopard St), Philadelphia, PA 19123",46,Mexican Restaurant
1922,"Girard Station, MFL",Kosta's,39.96880389088569,-75.13493660588752,"15 W Girard Ave, Philadelphia, PA 19123",56,Greek Restaurant
1923,"Girard Station, MFL",R&D,39.968991,-75.134605,"1206 Frankford Ave, Philadelphia, PA 19125",91,Cocktail Bar
1925,"Girard Station, MFL",Johnny Brenda's,39.96899061147213,-75.13425008138374,"1201 Frankford Ave (at Girard Ave), Philadelphia, PA 19125",117,Bar
1928,"Girard Station, MFL",Barcade,39.96755264839301,-75.13459302918925,"1114 Frankford Ave (W Girard Ave & W Widley St), Philadelphia, PA 19125",127,Bar
1929,"Girard Station, MFL",Saint Lazarus Bar,39.968792,-75.13639,"102 W Girard Ave (Front Street), Philadelphia, PA 19123",86,Bar
1931,31st & Girard,iMunch Cafe,39.97585990634777,-75.18637151525799,"1233 N 31st St, Philadelphia, PA 19121",76,Café
1934,31st & Girard,The Monkey & The Elephant,39.974650944424695,-75.18298099951868,"2831 W Girard Ave (28th St), Philadelphia, PA 19130",322,Café
1939,31st & Girard,Green Eggs Cafe,39.974146568249,-75.18217418068042,"2800 W Girard Ave (28’th Street), Philadelphia, PA 19130",402,Restaurant
1942,"Independence Mall, NPS",Talula's Garden,39.94714094280398,-75.15347877070249,"210 W Washington Sq (btwn Walnut St & Locust St), Philadelphia, PA 19106",525,New American Restaurant
1947,"Independence Mall, NPS",Bubblefish,39.95345457284423,-75.15515705141259,"909 Arch St, Philadelphia, PA 19107",571,Sushi Restaurant
1948,"Independence Mall, NPS",Zahav,39.946336958922934,-75.14506448469714,"237 Saint James Pl (at Dock St), Philadelphia, PA 19106",615,Israeli Restaurant
1953,9th & Lombard,Chapterhouse Cafe & Gallery,39.94182815564492,-75.1573325427228,"620 S 9th St (at Bainbridge St.), Philadelphia, PA 19147",168,Coffee Shop
1954,9th & Lombard,Good Karma Cafe,39.94467167210889,-75.15797234416873,"928 Pine St (at 10th St), Philadelphia, PA 19107",172,Café
1958,9th & Lombard,Jiggy Coffee,39.944622,-75.158345,"1000 Pine St (10th St), Philadelphia, PA 19107",185,Coffee Shop
1961,"32nd & Baring, Drexel Park",Brexel Cafe,39.960881121233804,-75.1892782340839,"305 N 33rd St, Philadelphia, PA 19104",151,Hookah Bar
1965,"32nd & Baring, Drexel Park",Arterial Coffee,39.96319007204626,-75.18762052725634,"3100 Spring Garden St, Philadelphia, PA 19104",163,Coffee Shop
1970,Cedar & Norris,Loco Pez,39.97684357384847,-75.127390339885,"2401 E Norris St (at Cedar St & Susquehanna St), Philadelphia, PA 19125",21,Mexican Restaurant
1971,Cedar & Norris,Cedar Point Bar & Kitchen,39.97687265307857,-75.12766820028347,"2370 E Norris St (at Cedar St), Philadelphia, PA 19125",8,Southern Food Restaurant
1972,Cedar & Norris,ReAnimator Coffee,39.97650155518247,-75.12708523489351,"1523 E Susquehanna Ave (at Norris St), Philadelphia, PA 19125",57,Coffee Shop
1973,Cedar & Norris,Andy's Chicken,39.9775078699667,-75.12831021315847,"2001 Memphis St (Norris St), Philadelphia, PA 19125",97,Korean Restaurant
1978,Cedar & Norris,Coffee House Too,39.97683008925086,-75.12368091340477,"2514 E York St # 3647 (at Belgrade St), Philadelphia, PA 19125",337,Café
1979,Cedar & Norris,St. Oner’s,39.979849414239425,-75.12863018452495,"2213 Frankford Ave, Philadelphia, PA 19125",349,Bar
1982,15th & Spruce,José Pistola's,39.947678,-75.166235,"263 S 15th St (at Bach Pl), Philadelphia, PA 19102",63,Mexican Restaurant
1986,15th & Spruce,Volvér,39.946969267386606,-75.16538403519627,"300 S Broad St (in the Kimmel Center), Philadelphia, PA 19102",69,Restaurant
1991,16th & Wolf,D'jakarta Cafe,39.92089747932695,-75.17351075725236,"1540 W Ritner St (16th st & Ritner st), Philadelphia, PA 19145",184,Indonesian Restaurant
1992,16th & Wolf,Café Nhan,39.92459133358151,-75.17336068782143,"1606 W Passyunk Ave, Philadelphia, PA 19145",226,Vietnamese Restaurant
1993,16th & Wolf,Café y Chocolate,39.924628,-75.17226,"1532 Snyder Ave, Philadelphia, PA 19145",249,Mexican Restaurant
1996,16th & Wolf,La Llorona Cantina Mexicana,39.925095536130854,-75.17274835174518,"1551 W Passyunk Ave (at S 16th St), Philadelphia, PA 19145",287,Mexican Restaurant
1998,16th & Wolf,Starbucks,39.92252073,-75.16985776,"2201-2219 S Broad St (at Jackson St), Philadelphia, PA 19148",299,Coffee Shop
1999,16th & Wolf,L'Angolo Ristorante,39.91956206367489,-75.17136297948085,"1415 W Porter St, Philadelphia, PA 19145",373,Italian Restaurant
2003,23rd & Master,2637Brew,39.97433440252006,-75.18003518604161,"2637 W Girard Ave, Philadelphia, PA 19130",595,American Restaurant
2004,23rd & Master,Lucky Goat Coffee House,39.972487950274584,-75.17935730716006,"888 N 26th St (at Poplar St), Philadelphia, PA 19130",659,Coffee Shop
2011,Broad & Master,Honeygrow,39.97742972464794,-75.15751755550048,"1601 N Broad St (Cecil B Moore Ave), Philadelphia, PA 19122",344,Salad Restaurant
2014,Broad & Master,Tropical Smoothie Cafe,39.977931062914465,-75.15840999874148,"1600 N Broad St, Philadelphia, PA 19121",375,Juice Bar
2015,Broad & Master,Pita Chip,39.9780377862915,-75.1584168065293,"1600 N Broad St Ste 7, Philadelphia, PA 19121",387,Mediterranean Restaurant
2020,Thompson & Franklin,Tiffin,39.970424014721544,-75.14873063681557,"710 W Girard Ave (Btwn N 7th & N Marshall St), Philadelphia, PA 19123",156,Indian Restaurant
2023,Thompson & Franklin,Taco Riendo,39.971460413774864,-75.14467287666268,"1301 N 5th St (at Thompson St.), Philadelphia, PA 19122",352,Taco Restaurant
2025,Thompson & Franklin,Helm,39.971552051326896,-75.14453863761928,"1303 N 5th St (at W Thompson St), Philadelphia, PA 19122",362,New American Restaurant
2032,6th & Berks,Club 1800,39.979733593184754,-75.14316507489376,"1851 N 5th St (Berks St.), Philadelphia, PA 19122",56,Bar
2034,6th & Berks,Making Time Warehouse,39.97718535384284,-75.14407891015487,"521 Cecil B Moore Ave, Philadelphia, PA 19122",317,Bar
2035,6th & Berks,Sutton’s,39.97714325298363,-75.14377508139536,"1706 N 5th St, Philadelphia, PA 19122",320,Restaurant
2044,20th & Race,Peddler Coffee,39.9582878249093,-75.17422193303025,"2100 Spring St (at N 21st St), Philadelphia, PA 19103",198,Coffee Shop
2046,20th & Race,Thanal Indian Tavern,39.95568425250386,-75.17255870765372,"1939 Arch St, Philadelphia, PA 19103",175,Indian Restaurant
2051,12th & Fairmount,Osteria,39.965029,-75.161056,"640 N Broad St, Philadelphia, PA 19130",370,Italian Restaurant
2055,12th & Fairmount,Sals Seafood,39.9664448073453,-75.16090341944735,"676 N Broad St, Philadelphia, PA 19130",360,Seafood Restaurant
2063,54th & City Ave,Starbucks,39.99633774920062,-75.23460849799976,"2461 N 54th St (54th Street), Philadelphia, PA 19131",41,Coffee Shop
2064,54th & City Ave,Al-Sham Middle Eastern Food,39.99710117431726,-75.2355177505204,"201 City Ave (at Old Lancaster Rd), Merion Station, PA 19066",76,Middle Eastern Restaurant
2067,54th & City Ave,Fat Tuna,39.99564743041992,-75.23375701904297,"2451 N 54th St, Philadelphia, PA 19131",145,Sushi Restaurant
2068,54th & City Ave,Wendy's,39.99651027970136,-75.23719467599221,"259 City Ave, Merion Station, PA 19066",202,Fast Food Restaurant
2070,"15th & Castle, DiSilvestro Playground",Hardena Waroeng Surabaya Restaurant,39.92837866859552,-75.17120537475252,"1754 S Hicks St (At Moore St), Philadelphia, PA 19145",99,Indonesian Restaurant
2073,"15th & Castle, DiSilvestro Playground",Ultimo Coffee,39.926975590245206,-75.17102946437927,"1900 S 15th St (at Mifflin St), Philadelphia, PA 19145",218,Coffee Shop
2074,"15th & Castle, DiSilvestro Playground",Ristorante Pesto,39.92633847119804,-75.16918073650385,"1915 S Broad St (btwn McKean St & Mifflin St), Philadelphia, PA 19148",291,Italian Restaurant
2075,"15th & Castle, DiSilvestro Playground",The Dolphin Tavern,39.93059331086254,-75.16821515026264,"1539 S Broad St, Philadelphia, PA 19147",258,Dive Bar
2076,"15th & Castle, DiSilvestro Playground",Oriental Chinese Restaurant,39.92795268288914,-75.16927820428418,"1800 S Broad St (moore street), Philadelphia, PA 19145",126,Asian Restaurant
2077,"15th & Castle, DiSilvestro Playground",Stargazy,39.92679571550138,-75.16735612833608,"1838 E Passyunk Ave (Mifflin), Philadelphia, PA 19148",332,English Restaurant
2080,12th & Chestnut,Cogito Coffee,39.950010426219656,-75.1599405647204,"105 S 12th St (btwn Chestnut & Sansom Sts), Philadelphia, PA 19107",41,Coffee Shop
2084,12th & Chestnut,Barbuzzo Mediterranean Kitchen & Bar,39.9499825199725,-75.16198676035361,"110 S 13th St (at Sansom St), Philadelphia, PA 19107",149,Mediterranean Restaurant
2085,12th & Chestnut,El Vez,39.94975516439121,-75.1619030850894,"121 S 13th St (at Sansom St), Philadelphia, PA 19107",150,Mexican Restaurant
2086,12th & Chestnut,Rice & Mix,39.9489910436543,-75.16071199575383,"1207 Walnut St (at 12th St), Philadelphia, PA 19107",148,Korean Restaurant
2087,12th & Chestnut,Charlie was a sinner.,39.949493,-75.16179,"131 S 13th St, Philadelphia, PA 19107",156,Vegan and Vegetarian Restaurant
2088,12th & Chestnut,Masala Kitchen : Kati Rolls & Platters,39.94899037353924,-75.16101962283194,"1211 Walnut St (12th Street), Philadelphia, PA 19107",156,Indian Restaurant
2094,33rd & Market,Landmark Americana,39.95593210284497,-75.19060672261838,"3333 Market St (at 34th St), Philadelphia, PA 19104",69,American Restaurant
2106,Germantown & Huntingdon,Burger King,39.992939832414244,-75.14477805408477,"701 W Lehigh Ave, Philadelphia, PA 19133",325,Fast Food Restaurant
2108,Germantown & Huntingdon,On My Post,39.994072669079436,-75.14880947791389,"Lehigh Ave, Philadelphia, PA 19133",296,Bar
2111,York & Gaul,Coffee House Too,39.97683008925086,-75.12368091340477,"2514 E York St # 3647 (at Belgrade St), Philadelphia, PA 19125",105,Café
2115,York & Gaul,ReAnimator Coffee,39.97650155518247,-75.12708523489351,"1523 E Susquehanna Ave (at Norris St), Philadelphia, PA 19125",257,Coffee Shop
2116,York & Gaul,Loco Pez,39.97684357384847,-75.127390339885,"2401 E Norris St (at Cedar St & Susquehanna St), Philadelphia, PA 19125",266,Mexican Restaurant
2119,York & Gaul,Cedar Point Bar & Kitchen,39.97687265307857,-75.12766820028347,"2370 E Norris St (at Cedar St), Philadelphia, PA 19125",287,Southern Food Restaurant
2123,27th & Pennsylvania,Trio,39.970369965319335,-75.18048119038606,"2624 Brown St (at N Taney St), Philadelphia, PA 19130",178,Thai Restaurant
2124,27th & Pennsylvania,Brown Street Coffee,39.970450661128716,-75.17948456229703,"2545 Brown St (26'th Street), Philadelphia, PA 19130",243,Coffee Shop
2133,Point Breeze & Tasker,Madira Bar and Grill,39.935919042089644,-75.17915905287052,"1252 S 21st St, Philadelphia, PA 19146",449,Indian Restaurant
2136,Point Breeze & Tasker,22nd Street Cafe,39.936125706582246,-75.18076282808812,"1264 S 22nd St (at Wharton St), Philadelphia, PA 19146",429,Café
2141,10th & Oregon,Cookie's Tavern,39.916120345169006,-75.16508066605748,"2647 S Alder St (at Oregon Ave.), Philadelphia, PA 19148",75,Bar
2146,10th & Oregon,Flying Fish Seafood,39.91594386543654,-75.1631388918305,"2652 S 9th St (at Oregon Ave), Philadelphia, PA 19148",100,Seafood Restaurant
2148,10th & Oregon,SouthHouse,39.91803133431034,-75.1687293334536,"2535 S 13th St (Shunk), Philadelphia, PA 19148",451,Bar
2149,10th & Oregon,Black Cat Tavern,39.91657073581015,-75.16777652380834,"2654 S 12th St (Oregon Ave), Philadelphia, PA 19148",308,Bar
2150,15th & South,Bob & Barbara's Cocktail Lounge,39.94398386095084,-75.16757995945206,"1509 South St (at 15th St), Philadelphia, PA 19146",21,Dive Bar
2151,15th & South,Sawatdee,39.94390919808878,-75.16727502499022,"534 S 15th St (at 15th St), Philadelphia, PA 19146",6,Thai Restaurant
2153,15th & South,The Quick Fixx,39.94398018082709,-75.16764468637469,"1511 South St, Philadelphia, PA 19146",26,Italian Restaurant
2154,15th & South,Wine Dive,39.94378756484492,-75.16758320379034,"1506 South St (at S 15th St), Philadelphia, PA 19146",24,Wine Bar
2155,15th & South,Jet Wine Bar,39.94405195242865,-75.16801364114593,"1525 South St (btwn 15th & 16th Sts), Philadelphia, PA 19146",58,Wine Bar
2157,15th & South,Rex at the Royal,39.9438166453252,-75.16822996022114,"1524 South St, Philadelphia, PA 19146",75,Southern Food Restaurant
2159,15th & South,Tio Flores,39.94403282305938,-75.16889841583622,"1600 South St (S 16th St), Philadelphia, PA 19146",132,Mexican Restaurant
2162,Broad & Erie ,Clock Bar,40.00890840580944,-75.15073777740236,"3649 Germantown Ave, Philadelphia, PA 19140",111,Cocktail Bar
2163,Broad & Erie ,Dwights Southern Bar-B-Que II,40.01040353798561,-75.15135511796076,"3734 Germantown Ave, Philadelphia, PA 19140",139,Restaurant
2164,Broad & Erie ,Eagle Bar,40.009142926859944,-75.15047704524783,"3653 Germantown Ave, Philadelphia, PA 19140",128,Bar
2171,Broad & Reed,Hive,39.93189253172064,-75.16828385700754,"Broad street, Philadelphia, PA 19146",127,Coffee Shop
2172,Broad & Reed,The Victor Cafe,39.93163268258334,-75.1663265045386,"1303 Dickinson St, Philadelphia, PA 19147",224,Italian Restaurant
2173,Broad & Reed,Green Eggs Cafe,39.931485326797656,-75.16653783661927,"1306 Dickinson St (at S Clarion St), Philadelphia, PA 19147",224,Café
2175,Broad & Reed,ReAnimator Coffee,39.934027,-75.16597,"1248 S Clarion St (Wharton St), Philadelphia, PA 19147",220,Coffee Shop
